SiteCode,Species,Length_mm,Wt_g,logW,logL,Date,HUC12Watershed
CR0-SY,Longnose Dace,86,5.8,0.763427994,1.934498451,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,59,2.1,0.322219295,1.770852012,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,71,5.5,0.740362689,1.851258349,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Tessellated Darter,43,0.5,-0.301029996,1.633468456,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,67,2.5,0.397940009,1.826074803,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,105,14.4,1.158362492,2.021189299,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,57,2,0.301029996,1.755874856,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,54,1.5,0.176091259,1.73239376,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,74,6.2,0.792391689,1.86923172,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,82,9.2,0.963787827,1.913813852,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,54,1.9,0.278753601,1.73239376,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,53,1.6,0.204119983,1.72427587,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,68,4.4,0.643452676,1.832508913,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,81,5.2,0.716003344,1.908485019,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,72,4.4,0.643452676,1.857332496,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,79,5.5,0.740362689,1.897627091,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,110,15,1.176091259,2.041392685,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,63,2.3,0.361727836,1.799340549,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,77,6.8,0.832508913,1.886490725,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,48,1,0,1.681241237,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,59,1.9,0.278753601,1.770852012,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Green Sunfish,71,6.2,0.792391689,1.851258349,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Creek Chub,78,5,0.698970004,1.892094603,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,85,6.1,0.785329835,1.929418926,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,65,2.7,0.431363764,1.812913357,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Creek Chub,91,9.4,0.973127854,1.959041392,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,59,2.4,0.380211242,1.770852012,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Tessellated Darter,64,2.2,0.342422681,1.806179974,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,76,5.9,0.770852012,1.880813592,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,56,1.9,0.278753601,1.748188027,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,83,7.3,0.86332286,1.919078092,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,80,4.8,0.681241237,1.903089987,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,52,1.5,0.176091259,1.716003344,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,79,5.7,0.755874856,1.897627091,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Creek Chub,82,5.7,0.755874856,1.913813852,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,41,0.4,-0.397940009,1.612783857,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,43,0.7,-0.15490196,1.633468456,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Creek Chub,90,7.7,0.886490725,1.954242509,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,77,5.5,0.740362689,1.886490725,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Margined Madtom,99,10.3,1.012837225,1.995635195,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Margined Madtom,104,13.5,1.130333768,2.017033339,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Tessellated Darter,72,3.6,0.556302501,1.857332496,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,75,5.1,0.707570176,1.875061263,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,62,2.8,0.447158031,1.792391689,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,82,6.7,0.826074803,1.913813852,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,63,2.6,0.414973348,1.799340549,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Creek Chub,82,8.1,0.908485019,1.913813852,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,54,1.4,0.146128036,1.73239376,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,65,3.3,0.51851394,1.812913357,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Creek Chub,96,8.7,0.939519253,1.982271233,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,60,2.5,0.397940009,1.77815125,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Creek Chub,47,1.1,0.041392685,1.672097858,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,58,1.9,0.278753601,1.763427994,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,64,2.6,0.414973348,1.806179974,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Margined Madtom,115,17.8,1.250420002,2.06069784,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,52,1.4,0.146128036,1.716003344,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,64,3.1,0.491361694,1.806179974,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,60,1.8,0.255272505,1.77815125,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Tessellated Darter,59,2.1,0.322219295,1.770852012,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,82,6.5,0.812913357,1.913813852,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,86,6.2,0.792391689,1.934498451,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,70,3.5,0.544068044,1.84509804,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Creek Chub,39,0.7,-0.15490196,1.591064607,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Creek Chub,61,2.6,0.414973348,1.785329835,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,83,7.5,0.875061263,1.919078092,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,43,0.7,-0.15490196,1.633468456,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,70,4.3,0.633468456,1.84509804,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,52,1.4,0.146128036,1.716003344,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Margined Madtom,126,38.9,1.589949601,2.100370545,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,65,2.6,0.414973348,1.812913357,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,93,8.7,0.939519253,1.968482949,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,47,1.1,0.041392685,1.672097858,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,95,9.6,0.982271233,1.977723605,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,71,3.6,0.556302501,1.851258349,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Creek Chub,78,4.8,0.681241237,1.892094603,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,127,31.7,1.501059262,2.103803721,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,87,6.1,0.785329835,1.939519253,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,65,2.6,0.414973348,1.812913357,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,55,1.5,0.176091259,1.740362689,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,63,2.1,0.322219295,1.799340549,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,78,6.1,0.785329835,1.892094603,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Margined Madtom,96,8.6,0.934498451,1.982271233,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Margined Madtom,115,13.2,1.120573931,2.06069784,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,68,3.8,0.579783597,1.832508913,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,75,4.9,0.69019608,1.875061263,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,76,6.7,0.826074803,1.880813592,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,64,2.4,0.380211242,1.806179974,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Creek Chub,77,6.7,0.826074803,1.886490725,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,71,6.9,0.838849091,1.851258349,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Margined Madtom,97,10.9,1.037426498,1.986771734,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,64,2.8,0.447158031,1.806179974,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,104,14,1.146128036,2.017033339,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,65,2.9,0.462397998,1.812913357,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,69,3.2,0.505149978,1.838849091,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,63,2.7,0.431363764,1.799340549,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,56,1.9,0.278753601,1.748188027,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,57,1.8,0.255272505,1.755874856,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Green Sunfish,60,4.2,0.62324929,1.77815125,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Tessellated Darter,55,1.6,0.204119983,1.740362689,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,80,6.1,0.785329835,1.903089987,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,59,2.1,0.322219295,1.770852012,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,65,2.5,0.397940009,1.812913357,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,55,1.6,0.204119983,1.740362689,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,51,1.8,0.255272505,1.707570176,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,78,5.2,0.716003344,1.892094603,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,83,5.7,0.755874856,1.919078092,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,95,10,1,1.977723605,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Margined Madtom,120,17.5,1.243038049,2.079181246,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,86,7.5,0.875061263,1.934498451,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,79,6.6,0.819543936,1.897627091,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,68,4.2,0.62324929,1.832508913,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,68,2.6,0.414973348,1.832508913,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,71,5.1,0.707570176,1.851258349,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,76,6,0.77815125,1.880813592,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,68,3.2,0.505149978,1.832508913,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,87,10.6,1.025305865,1.939519253,6/3/2022,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,75,8.1,0.908485019,1.875061263,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,75,7.5,0.875061263,1.875061263,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,70,4.2,0.62324929,1.84509804,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,42,0.5,-0.301029996,1.62324929,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,54,1.8,0.255272505,1.73239376,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,53,2.3,0.361727836,1.72427587,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,64,3.7,0.568201724,1.806179974,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,64,2.5,0.397940009,1.806179974,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,61,2.1,0.322219295,1.785329835,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Common Shiner,57,1.5,0.176091259,1.755874856,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,70,3.8,0.579783597,1.84509804,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,76,4.8,0.681241237,1.880813592,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,60,3.7,0.568201724,1.77815125,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,61,2.1,0.322219295,1.785329835,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,63,2.2,0.342422681,1.799340549,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,58,1.9,0.278753601,1.763427994,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,64,5.5,0.740362689,1.806179974,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Common Shiner,61,1.7,0.230448921,1.785329835,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,89,8.4,0.924279286,1.949390007,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Creek Chub,80,5.8,0.763427994,1.903089987,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,59,2.7,0.431363764,1.770852012,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,65,6.3,0.799340549,1.812913357,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Common Shiner,61,1.7,0.230448921,1.785329835,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,80,5.7,0.755874856,1.903089987,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Creek Chub,86,7.1,0.851258349,1.934498451,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,71,6.4,0.806179974,1.851258349,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,115,10.5,1.021189299,2.06069784,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,80,6,0.77815125,1.903089987,6/5/2023,020502061005 Buffalo Creek
CR0-SY,White Sucker,106,12.6,1.100370545,2.025305865,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,72,4.7,0.672097858,1.857332496,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Creek Chub,69,3.1,0.491361694,1.838849091,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,87,7.9,0.897627091,1.939519253,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,83,6.8,0.832508913,1.919078092,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,74,4.8,0.681241237,1.86923172,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,92,8.9,0.949390007,1.963787827,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Tessellated Darter,45,0.8,-0.096910013,1.653212514,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,62,2.5,0.397940009,1.792391689,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Creek Chub,101,9.3,0.968482949,2.004321374,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Creek Chub,48,1,0,1.681241237,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,94,9.4,0.973127854,1.973127854,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,42,0.6,-0.22184875,1.62324929,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,83,8,0.903089987,1.919078092,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Green Sunfish,99,16.1,1.206825876,1.995635195,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Creek Chub,89,8,0.903089987,1.949390007,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,61,2,0.301029996,1.785329835,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,33,0.3,-0.522878745,1.51851394,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,50,2.1,0.322219295,1.698970004,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,60,2.2,0.342422681,1.77815125,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Creek Chub,135,28.6,1.456366033,2.130333768,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,71,3.5,0.544068044,1.851258349,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,75,6.2,0.792391689,1.875061263,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,82,7.4,0.86923172,1.913813852,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,68,3,0.477121255,1.832508913,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,44,0.7,-0.15490196,1.643452676,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,80,8,0.903089987,1.903089987,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Tessellated Darter,52,1,0,1.716003344,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,68,3.1,0.491361694,1.832508913,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Common Shiner,73,3.4,0.531478917,1.86332286,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,65,2.8,0.447158031,1.812913357,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,39,0.5,-0.301029996,1.591064607,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Tessellated Darter,59,1.7,0.230448921,1.770852012,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,91,8.1,0.908485019,1.959041392,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,56,1.7,0.230448921,1.748188027,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,60,2.2,0.342422681,1.77815125,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,69,1.9,0.278753601,1.838849091,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,65,2.3,0.361727836,1.812913357,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,78,6.1,0.785329835,1.892094603,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,101,15,1.176091259,2.004321374,6/5/2023,020502061005 Buffalo Creek
CR0-SY,White Sucker,95,11.5,1.06069784,1.977723605,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,73,3.4,0.531478917,1.86332286,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,75,4.4,0.643452676,1.875061263,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,68,3.2,0.505149978,1.832508913,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,67,2.9,0.462397998,1.826074803,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,79,6.6,0.819543936,1.897627091,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,37,0.6,-0.22184875,1.568201724,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,86,6.4,0.806179974,1.934498451,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,94,10.2,1.008600172,1.973127854,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,64,2.3,0.361727836,1.806179974,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,67,2.8,0.447158031,1.826074803,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,70,4.4,0.643452676,1.84509804,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,72,4.5,0.653212514,1.857332496,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,54,1.7,0.230448921,1.73239376,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,61,2.3,0.361727836,1.785329835,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,67,3.2,0.505149978,1.826074803,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,35,0.5,-0.301029996,1.544068044,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,59,1.7,0.230448921,1.770852012,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,87,6.7,0.826074803,1.939519253,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Tessellated Darter,36,0.4,-0.397940009,1.556302501,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,76,4,0.602059991,1.880813592,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,69,3.2,0.505149978,1.838849091,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,50,1.3,0.113943352,1.698970004,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,72,3.1,0.491361694,1.857332496,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,55,2.2,0.342422681,1.740362689,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,56,1.8,0.255272505,1.748188027,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,70,4.2,0.62324929,1.84509804,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,47,0.6,-0.22184875,1.672097858,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,72,5.9,0.770852012,1.857332496,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,60,2.4,0.380211242,1.77815125,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,83,6.9,0.838849091,1.919078092,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,65,2.6,0.414973348,1.812913357,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,55,3.8,0.579783597,1.740362689,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,84,7.5,0.875061263,1.924279286,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Cutlip Minnow,118,20.7,1.315970345,2.071882007,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,62,2.8,0.447158031,1.792391689,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,71,3.1,0.491361694,1.851258349,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,65,2.4,0.380211242,1.812913357,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,73,5.6,0.748188027,1.86332286,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,82,9,0.954242509,1.913813852,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,54,1.8,0.255272505,1.73239376,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Creek Chub,157,48.5,1.685741739,2.195899652,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Longnose Dace,66,3.1,0.491361694,1.819543936,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Blacknose Dace,45,0.8,-0.096910013,1.653212514,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,76,5.7,0.755874856,1.880813592,6/5/2023,020502061005 Buffalo Creek
CR0-SY,Sculpin spp.,65,5,0.698970004,1.812913357,6/5/2023,020502061005 Buffalo Creek
Darling.Pine,Blacknose Dace,66,2.6,0.414973348,1.819543936,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Blacknose Dace,62,2.1,0.322219295,1.792391689,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Blacknose Dace,69,3,0.477121255,1.838849091,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Blacknose Dace,68,2.8,0.447158031,1.832508913,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Blacknose Dace,75,3.5,0.544068044,1.875061263,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Longnose Dace,71,3,0.477121255,1.851258349,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Longnose Dace,93,6.9,0.838849091,1.968482949,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Sculpin spp.,97,11.4,1.056904851,1.986771734,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Rosyside Dace,70,3.1,0.491361694,1.84509804,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Blacknose Dace,68,2.6,0.414973348,1.832508913,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Longnose Dace,82,5.5,0.740362689,1.913813852,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Blacknose Dace,77,4,0.602059991,1.886490725,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Blacknose Dace,73,3.7,0.568201724,1.86332286,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Longnose Dace,40,0.5,-0.301029996,1.602059991,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Blacknose Dace,65,3,0.477121255,1.812913357,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Longnose Dace,34,0.3,-0.522878745,1.531478917,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Longnose Dace,42,0.6,-0.22184875,1.62324929,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Blacknose Dace,74,3.6,0.556302501,1.86923172,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Longnose Dace,41,0.5,-0.301029996,1.612783857,7/18/2022,020502050601 Trout Run-Pine Creek
Darling.Pine,Longnose Dace,80,3.84,0.584331224,1.903089987,7/8/2025,020502050601 Trout Run-Pine Creek
Darling.Pine,Longnose Dace,76,3.48,0.541579244,1.880813592,7/8/2025,020502050601 Trout Run-Pine Creek
